Concepto,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Departamento,Origen
Tasa Global de Participación (TGP),38.884225458,35.921110811,37.899397347,39.197490511,38.82952548,39.18737192,35.459870344,40.138910189,41.368974518,46.039589638,43.533830663,43.480674976,43.0833501,42.638646795,39.37869638,46.030061607,43.623904907,44.678035471,Caquetá,Mujeres
Tasa de Ocupación (TO),32.641389282,30.974223602,30.198691431,32.281893404,32.291149733,33.250822667,30.638121029,34.898087187,36.197894399,40.204198952,37.776766954,37.198920774,35.612249468,31.800740112,32.324186406,39.023853777,36.284203933,36.210245006,Caquetá,Mujeres
Tasa de Desocupación (TD),16.054932566,13.771531829,20.318808358,17.642958816,16.838670228,15.149138517,13.597763522,13.056714737,12.499899208,12.674723498,13.224344427,14.447232492,17.341039206,25.418036212,17.914534058,15.220939502,16.824951801,18.952915847,Caquetá,Mujeres
Tasa de Subocupación (TS),7.318948897,6.544349316,4.387450591,5.392765268,6.20366741,6.238368287,6.358022179,7.996188726,9.990819955,9.173733407,8.235943131,6.493682884,7.991978874,0.0,8.4295091,8.89161813,8.341687388,9.970237865,Caquetá,Mujeres
Población total,187.578,188.736,189.875,191.011,192.087,193.079,193.989,194.87,195.734,196.583,197.395,197.997,200.536,203.159,205.737,208.297,210.907,213.471,Caquetá,Mujeres
Población en edad de trabajar (PET),121.085,122.778,124.446,126.104,127.708,129.237,130.711,132.161,133.61,135.062,136.466,137.882,140.562,143.32,146.085,148.841,151.634,154.974,Caquetá,Mujeres
Fuerza de trabajo  ,47.082964,44.103221,47.164284,49.429603,49.58841,50.644584,46.349951000000004,53.047985,55.273087,62.181991000000004,59.408877000000004,59.952023999999994,60.558819,61.109709,57.527,68.512,66.149,69.24,Caquetá,Mujeres
Población ocupada,39.523826,38.029531999999996,37.581064,40.708759,41.238381999999994,42.972366,40.047394,46.121661,48.364007,54.300595,51.552443,51.290616,50.05729,45.576821,47.221,58.083,55.019,56.117,Caquetá,Mujeres
Población desocupada,7.559138,6.073689,9.583219999999999,8.720844999999999,8.350029000000001,7.672218,6.302557,6.926323999999999,6.90908,7.881395,7.856435,8.661408,10.501528,15.532888000000002,10.306,10.428,11.129,13.123,Caquetá,Mujeres
Población fuera de la fuerza de trabajo,74.00203599999999,78.674779,77.281716,76.674397,78.11959,78.592416,84.361049,79.113015,78.336913,72.880009,77.057123,77.929976,80.003181,82.210291,88.559,80.329,85.485,85.735,Caquetá,Mujeres
Población subocupada,3.445978,2.886269,2.0693099999999998,2.665622,3.0763000000000003,3.159396,2.94694,4.241817,5.522234999999999,5.70441,4.892881,3.893094,4.839848,0.0,4.849,6.092,5.518,6.903,Caquetá,Mujeres
Fuerza de trabajo potencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.257,5.67,6.687,8.896,Caquetá,Mujeres
% población en edad de trabajar ,69.845169285,70.296598525,70.908631667,71.523371575,72.130179236,72.728726047,73.308147901,73.865295598,74.395116196,74.885380437,75.328753734,75.717804363,76.065778016,76.384691514,76.697514882,76.982444726,77.257624494,77.375875979,Cauca,Mujeres
Tasa Global de Participación (TGP),47.733714337,43.140251371,45.642321642,43.849592749,44.515160367,46.494259383,46.297924446,48.011697582,49.344166361,50.021739686,49.264259189,50.204017257,46.532557211,43.193631277,45.686917011,50.130140082,51.410169433,58.812291938,Cauca,Mujeres
Tasa de Ocupación (TO),41.018925428,35.327977728,38.145050158,36.219233394,36.210980073,37.614793578,37.880514963,39.308086122,40.674414259,43.543068368,42.219069019,42.156660733,38.545836411,32.779552725,37.090038254,43.270293037,44.973663501,51.157534501,Cauca,Mujeres
Tasa de Desocupación (TD),14.067182917,18.109012799,16.426139633,17.401209172,18.654723977,19.097983112,18.180965093,18.128106061,17.569963669,12.951711314,14.300814192,16.029307939,17.163726386,24.110217743,18.816937801,13.684077152,12.519908031,13.015574101,Cauca,Mujeres
Tasa de Subocupación (TS),9.047359634,10.516491889,11.68968236,12.45908864,10.932501255,11.1889493,13.596418586,15.07160809,14.56045147,13.368408399,11.403050626,14.996546734,14.923019648,0.0,10.887669623,13.507486543,14.611887189,13.486524166,Cauca,Mujeres
Población total,647.223,665.917,673.045,680.228,687.36,694.335,701.199,708.158,715.344,722.826,730.486,738.92,746.45,753.778,760.417,766.992,773.513,780.104,Cauca,Mujeres
Población en edad de trabajar (PET),452.054,468.117,477.247,486.522,495.794,504.981,514.036,523.083,532.181,541.291,550.266,559.494,567.793,575.771,583.221,590.449,597.598,603.612,Cauca,Mujeres
Fuerza de trabajo  ,215.78216500000002,201.94685099999998,217.826611,213.337916,220.703494,234.78717600000002,237.987999,251.14102799999998,262.600278,270.763175,271.084468,280.888464,264.208603,248.696403,266.456,295.993,307.226,354.998,Cauca,Mujeres
Población ocupada,185.427693,165.37626999999998,182.046108,176.214539,179.531867,189.94756099999998,194.719484,205.613916,216.46150500000002,235.69471,232.317182,235.86398699999998,218.860561,188.735159,216.317,255.489,268.762,308.793,Cauca,Mujeres
Población desocupada,30.354472,36.570581,35.780502999999996,37.123377,41.171628,44.839614999999995,43.268515,45.527112,46.138773,35.068464999999996,38.767286,45.024477,45.348042,59.961244,50.139,40.504,38.464,46.205,Cauca,Mujeres
Población fuera de la fuerza de trabajo,236.27183499999998,266.170149,259.420389,273.184084,275.090506,270.193824,276.048001,271.941972,269.58072200000004,270.527825,279.181532,278.60553600000003,303.584397,327.074597,316.765,294.456,290.372,248.614,Cauca,Mujeres
Población subocupada,19.522588,21.237724,25.463239,26.57996,24.128412,26.270218,32.357845000000005,37.850992,38.235786,36.196726999999996,30.911899000000002,42.12357,39.427902,0.0,29.011,39.981,44.892,47.877,Cauca,Mujeres
Fuerza de trabajo potencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.45,62.069,44.127,56.606,Cauca,Mujeres
% población en edad de trabajar ,66.218617477,66.672053695,67.095161122,67.498303538,67.880534401,68.261130265,68.651043914,69.039711663,69.430140595,69.830385132,70.235716252,70.631851111,71.009347894,71.359503602,71.692091867,72.011547089,72.33682814,72.879112964,Cesar,Mujeres
Tasa Global de Participación (TGP),39.455411015,40.065303921,44.474647396,46.849750665,44.130303642,47.15080693,45.314210188,45.097353763,46.877544257,45.89534124,50.496617233,44.695774871,46.187162301,37.943448461,41.321881998,44.137710284,45.096879777,43.76101763,Cesar,Mujeres
Tasa de Ocupación (TO),31.427051259,32.758551361,37.975177934,39.876033348,37.144090379,40.667384181,39.238825719,38.84999667,40.271355907,38.149087315,42.101224215,36.900186354,36.719062051,29.022395456,32.304686048,34.905558479,37.888631921,36.434456659,Cesar,Mujeres
Tasa de Desocupación (TD),20.347930865,18.237107535,14.61387519,14.885281604,15.830875127,13.750396167,13.407239019,13.853045848,14.092436912,16.878083298,16.625654307,17.441443939,20.499419705,23.511444971,21.821842361,20.916698545,15.983917049,16.742208859,Cesar,Mujeres
Tasa de Subocupación (TS),8.869293694,7.123440709,6.603812944,9.439304076,8.163140284,7.680816621,5.353314606,5.312818981,4.579637782,7.280477384,9.126171577,7.539294818,6.635052013,0.0,6.332837502,9.845554236,6.968110513,8.205048892,Cesar,Mujeres
Población total,493.547,501.204,509.147,517.253,525.373,533.68,542.286,551.022,560.261,571.648,584.983,605.285,632.121,654.636,669.109,679.19,688.442,697.409,Cesar,Mujeres
Población en edad de trabajar (PET),326.82,334.163,341.613,349.137,356.626,364.296,372.285,380.424,388.99,399.184,410.867,427.524,448.865,467.145,479.698,489.095,497.997,508.265,Cesar,Mujeres
Fuerza de trabajo  ,128.948174,133.883422,151.931177,163.569814,157.380137,171.76850399999998,168.69800700000002,171.561157,182.348959,183.206859,207.47393599999998,191.08516500000002,207.318006,177.250922,198.22,215.875,224.581,222.422,Cesar,Mujeres
Población ocupada,102.70988899999999,109.466958,129.728145,139.22198699999998,132.465484,148.149654,146.08026199999998,147.794711,156.651547,152.285053,172.980037,157.757153,164.819018,135.57666899999998,154.965,170.721,188.684,185.184,Cesar,Mujeres
Población desocupada,26.238285,24.416464,22.203032999999998,24.347827000000002,24.914652999999998,23.61885,22.617745,23.766446,25.697412,30.921806,34.493899,33.328012,42.498988,41.674253,43.255,45.154,35.897,37.238,Cesar,Mujeres
Población fuera de la fuerza de trabajo,197.871826,200.27957800000001,189.681823,185.567186,199.245863,192.527496,203.58699299999998,208.862843,206.641041,215.97714100000002,203.393064,236.43883499999998,241.546994,289.894078,281.478,273.22,273.416,285.843,Cesar,Mujeres
Población subocupada,11.436791999999999,9.537106,10.033251,15.439852,12.847161,13.193224,9.030935,9.114734,8.350922,13.338334000000001,18.934427,14.406474,13.755657999999999,0.0,12.553,21.254,15.649,18.25,Cesar,Mujeres
Fuerza de trabajo potencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.356,46.132,34.206,33.876,Cesar,Mujeres
% población en edad de trabajar ,63.829092381,64.18652887,64.488653807,64.734865053,64.942690343,65.158815646,65.391932415,65.645554901,65.899353235,66.180041231,66.488546752,66.8831841,67.420960187,67.971363842,68.528938221,69.070964324,69.60112728,70.25070963,Chocó,Mujeres
Tasa Global de Participación (TGP),37.733933179,35.761465926,44.892614266,43.698840205,51.896226222,45.356567752,48.431060129,38.952059386,44.182081645,51.16846016,49.618920226,47.919863541,39.96608368,33.740984687,28.444932361,32.07218134,26.890771155,23.938110865,Chocó,Mujeres
Tasa de Ocupación (TO),29.893146353,26.929328412,35.570276694,36.531743017,42.158104199,37.815957144,40.878672982,32.277654362,37.695194198,43.406606731,43.026412725,41.414561166,33.060499449,28.313437682,22.621175249,26.539726441,20.552249454,19.022601847,Chocó,Mujeres
Tasa de Desocupación (TD),20.779140064,24.697358695,20.765860319,16.401115349,18.764605313,16.62517907,15.594098349,17.134922081,14.682167986,15.169214403,13.286277635,13.575377504,17.278611252,16.085917631,20.473794901,17.250011282,23.571364558,20.534239506,Chocó,Mujeres
Tasa de Subocupación (TS),4.689524407,4.02758658,2.046369065,4.041752586,3.711216927,5.770397112,3.884544903,3.260056472,3.328661293,3.575922175,3.802237446,4.156813312,2.932424368,0.0,1.586957469,2.723502597,2.058546463,2.528274237,Chocó,Mujeres
Población total,217.404,222.743,228.006,233.202,238.267,243.238,248.104,252.829,257.435,261.94,266.3,270.494,273.28,275.875,278.304,280.639,282.864,285.184,Chocó,Mujeres
Población en edad de trabajar (PET),138.767,142.971,147.038,150.963,154.737,158.491,162.24,165.971,169.648,173.352,177.059,180.915,184.248,187.516,190.719,193.84,196.876,200.344,Chocó,Mujeres
Fuerza de trabajo  ,52.362247,51.128525,66.009202,65.96908,80.30266400000001,71.886078,78.574552,64.649122,74.95401799999999,88.701549,87.85476399999999,86.694221,73.63671000000001,63.269745,54.25,62.169,52.942,47.958,Chocó,Mujeres
Población ocupada,41.481822,38.501129999999996,52.301823,55.149415,65.23418600000001,59.934889000000005,66.321559,53.571546000000005,63.949143,75.246221,76.182136,74.92515300000001,60.913309,53.092226000000004,43.143,51.445,40.463,38.111,Chocó,Mujeres
Población desocupada,10.880424999999999,12.627395,13.707379000000001,10.819665,15.068477999999999,11.951189000000001,12.252993,11.077577,11.004875,13.455328,11.672628000000001,11.769067999999999,12.723400999999999,10.177519,11.107,10.724,12.479,9.848,Chocó,Mujeres
Población fuera de la fuerza de trabajo,86.404753,91.84247500000001,81.028798,84.99392,74.434336,86.604922,83.665448,101.321878,94.693982,84.650451,89.20423600000001,94.220779,110.61129,124.246255,136.469,131.671,143.935,152.385,Chocó,Mujeres
Población subocupada,2.45554,2.059246,1.350792,2.6663069999999998,2.980206,4.148112,3.052264,2.107598,2.494965,3.171898,3.340447,3.603717,2.159341,0.0,0.861,1.693,1.09,1.213,Chocó,Mujeres
Fuerza de trabajo potencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.031,9.143,11.438,18.618,Chocó,Mujeres
% población en edad de trabajar ,69.358558823,70.199824232,70.260475707,70.690346654,71.100044473,71.496583152,71.878368211,72.244057733,72.590933713,72.915012186,73.218429128,73.539393073,73.774046138,74.00960874,74.256872989,74.508651794,74.760835878,75.130634418,Córdoba,Mujeres
Tasa Global de Participación (TGP),45.911329588,50.13467369,58.865737718,56.23125992,56.764624248,54.845088632,49.447521462,47.425383549,51.896684885,53.916455737,57.178732184,54.780775621,55.548152408,48.214173207,43.456098095,46.64405556,49.375702303,51.856741956,Córdoba,Mujeres
Tasa de Ocupación (TO),38.488855587,41.124115794,45.87504083,45.678451445,47.209761528,46.374133133,43.318692411,42.767492939,46.690319758,46.21230017,49.574993455,48.719114329,47.574923945,39.675966192,35.892700613,38.6179985,41.570756705,43.842397976,Córdoba,Mujeres
Tasa de Desocupación (TD),16.166976796,17.972706779,22.068349759,18.76680069,16.832424854,15.445239876,12.394613259,9.821513843,10.032172841,14.28906159,13.298193994,11.065307533,14.353723963,17.708915133,17.404686138,17.207030915,15.807259916,15.454777292,Córdoba,Mujeres
Tasa de Subocupación (TS),9.847365085,10.957092523,10.303060768,11.7853126,9.66620696,10.000938035,4.273371013,3.236225893,3.941434941,5.827387005,6.087420251,5.989943245,12.271241863,0.0,11.650397555,8.36430259,10.617255891,10.304648001,Córdoba,Mujeres
Población total,791.686,779.435,810.709,820.327,829.721,838.931,848.002,856.912,865.823,875.149,884.795,895.792,908.15,918.955,927.102,933.766,940.01,946.216,Córdoba,Mujeres
Población en edad de trabajar (PET),549.102,547.162,569.608,579.892,589.932,599.807,609.53,619.068,628.509,638.115,647.833,658.76,669.979,680.115,688.437,695.736,702.759,710.898,Córdoba,Mujeres
Fuerza de trabajo  ,252.100029,274.317883,335.303951,326.080578,334.872683,328.964681,301.397478,293.595373,326.175335,344.04899200000006,370.422696,360.873837,372.160956,327.911824,299.168,324.52,346.992,368.648,Córdoba,Mujeres
Población ocupada,211.343076,225.015534,261.307903,264.88568599999996,278.50549,278.155297,264.04042599999997,264.759863,293.45286200000004,294.88761900000003,321.16316700000004,320.942038,318.742,269.842197,247.098,268.679,292.142,311.675,Córdoba,Mujeres
Población desocupada,40.756953,49.302349,73.996049,61.194892,56.367193,50.809384,37.357052,28.83551,32.722473,49.161372,49.259529,39.9318,53.418956,58.069627,52.069,55.84,54.85,56.974,Córdoba,Mujeres
Población fuera de la fuerza de trabajo,297.001971,272.84411700000004,234.304049,253.811422,255.05931700000002,270.84231900000003,308.132522,325.472627,302.333665,294.06600799999995,277.410304,297.886163,297.818044,352.203176,389.269,371.217,355.767,342.249,Córdoba,Mujeres
Población subocupada,24.82521,30.057264,34.54657,38.429615,32.369487,32.899553999999995,12.879832,9.501408999999999,12.855989,20.049066,22.549186000000002,21.616138,45.668771,0.0,34.854,27.144,36.841,37.988,Córdoba,Mujeres
Fuerza de trabajo potencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.059,61.303,69.733,60.583,Córdoba,Mujeres
% población en edad de trabajar ,71.693807996,72.350316048,73.048264038,73.751969846,74.443471423,75.112899558,75.747371584,76.33426554,76.868522815,77.334684432,77.733274373,77.891812385,77.985241624,78.171900534,78.13423704,78.344813662,78.473998519,78.774581721,Cundinamarca,Mujeres
Tasa Global de Participación (TGP),54.112667925,58.256852134,64.772634002,67.324438088,64.122045605,63.96312874,63.131424051,65.251995727,62.777546027,59.809209844,60.063006768,61.497237958,57.400827828,56.39522129,56.572139755,57.306694751,57.147928904,55.404042256,Cundinamarca,Mujeres
Tasa de Ocupación (TO),45.754560377,51.276652761,55.705018798,58.938865856,55.415680304,55.954731192,56.143428459,57.82184113,55.585131458,53.239844008,53.464801781,52.75408897,48.077756296,43.41578585,44.207539555,48.536879977,49.684156573,47.988508042,Cundinamarca,Mujeres
Tasa de Desocupación (TD),15.445750262,11.981765435,13.999145385,12.455465608,13.57780342,12.520334301,11.06896557,11.386861834,11.456985855,10.983869964,10.985472327,14.21714093,16.242050654,23.015133451,21.85634175,15.303298876,13.060442388,13.384464223,Cundinamarca,Mujeres
Tasa de Subocupación (TS),9.858144585,10.074139788,14.443586715,15.367838994,15.893728649,14.707278283,11.122128488,15.442455169,12.63093704,12.937660193,12.946870141,10.020872494,12.146004783,0.0,8.824938682,10.63115433,7.327098774,6.663690336,Cundinamarca,Mujeres
Población total,1004.925,1027.849,1054.574,1085.11,1119.08,1156.559,1197.965,1243.287,1293.0,1349.026,1411.128,1486.196,1570.769,1643.0888289999998,1719.18,1773.178,1824.013,1872.157,Cundinamarca,Mujeres
Población en edad de trabajar (PET),720.469,743.652,770.348,800.29,833.082,868.725,907.427,949.054,993.91,1043.265,1096.916,1157.625,1224.968,1284.433765,1343.268,1389.193,1431.376,1474.784,Cundinamarca,Mujeres
Fuerza de trabajo  ,389.86499699999996,433.228246,498.974691,538.790746,534.18922,555.66369,572.8715870000001,619.276676,623.952308,623.9685529999999,658.840731,711.9074009999999,703.1417730000001,724.3592639999999,759.916,796.101,818.002,817.09,Cundinamarca,Mujeres
Población ocupada,329.647424,381.31985399999996,429.122498,471.68185,461.65805800000004,486.092739,509.46062900000004,548.760496,552.46618,555.432659,586.4639649999999,610.694522,588.93713,557.647013,593.826,674.271,711.167,707.727,Cundinamarca,Mujeres
Población desocupada,60.217574,51.908392,69.852192,67.10889599999999,72.531162,69.570952,63.410959000000005,70.51617900000001,71.486128,68.535894,72.376766,101.212878,114.20464299999999,166.71225099999998,166.09,121.83,106.835,109.363,Cundinamarca,Mujeres
